"Freq [GHz]","TEM mode []"
0.001,-104.613926664442
0.104413793103448,-64.2386554091801
0.207827586206897,-58.2577791072919
0.311241379310345,-54.74664522711
0.414655172413793,-52.2503519638975
0.518068965517241,-50.3106424729521
0.62148275862069,-48.7229655329589
0.724896551724138,-47.3780934188196
0.828310344827586,-46.2107968289898
0.931724137931034,-45.1789973857078
1.03513793103448,-44.2539671671943
1.13855172413793,-43.4152183400659
1.24196551724138,-42.6476226604857
1.34537931034483,-41.9396861072051
1.44879310344828,-41.2824636963794
1.55220689655172,-40.668849098493
1.65562068965517,-40.0930939016338
1.75903448275862,-39.5504730817163
1.86244827586207,-39.0370466642043
1.96586206896552,-38.5494864550272
2.06927586206897,-38.0849478297031
2.17268965517241,-37.640973305082
2.27610344827586,-37.215418824981
2.37951724137931,-36.806396347864
2.48293103448276,-36.4122280297529
2.58634482758621,-36.0314083433655
2.68975862068966,-35.6625710384759
2.7931724137931,-35.3044579440848
2.89658620689655,-34.955886144135
3,-34.6157086551469

